"Name","Line: SKU","Line: Quantity","Line: Price","Refund: Created At","Refund: Note","Transaction: Amount"
"#41910","","","0.00","","",""
"#41910","","","","","","179.00"
"#41910","","","","2026-03-18 06:43:30 -0400","不符合需求",""
"#41910","","","","2026-03-18 06:43:30 -0400","不符合需求","-179.00"
"#41938","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2699.00","","",""
"#41938","","","0.00","","",""
"#41938","","","","","","2699.00"
"#41938","","","","2026-05-08 22:40:46 -0400","系统频繁崩溃、内核错误/关机",""
"#41938","","","","2026-05-08 22:40:46 -0400","系统频繁崩溃、内核错误/关机","-2699.00"
"#41958","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#41958","","","0.00","","",""
"#41958","","","","","","139.00"
"#41958","","","","2026-03-20 12:28:26 -0400","已下单B型号",""
"#41958","","","","2026-03-20 12:28:26 -0400","已下单B型号","-139.00"
"#41962","BL-EX/Mate mini-B/冰霜银色","1","139.00","","",""
"#41962","","","","","",""
"#41962","","","0.00","","",""
"#41962","","","","","","134.00"
"#41962","","","","2026-03-20 12:30:14 -0400","不想要了",""
"#41962","","","","2026-03-20 12:30:14 -0400","不想要了","-134.00"
"#41975","BL/GTi15/285H/96G/2TB/冰霜银色欧规","1","1489.00","","",""
"#41975","","","0.00","","",""
"#41975","","","","","","1489.00"
"#41975","","","","2026-04-14 22:18:57 -0400","噪音大",""
"#41975","","","","2026-04-14 22:18:57 -0400","噪音大","-1489.00"
"#42017","BL/SER9 PRO/HX370/32G/1TB/冰霜银色美规","1","929.00","","",""
"#42017","","","","","",""
"#42017","","","0.00","","",""
"#42017","","","","","","924.00"
"#42017","","","","2026-05-26 05:39:32 -0400","换新机从九方美国仓发出但是丢件",""
"#42017","","","","2026-05-26 05:39:32 -0400","换新机从九方美国仓发出但是丢件","-924.00"
"#42047","BL/SER9 PRO/HX370/32G/1TB/冰霜银色欧规","1","929.00","","",""
"#42047","","","","","",""
"#42047","","","0.00","","",""
"#42047","","","","","","924.00"
"#42047","","","","","","924.00"
"#42047","","","","","","924.00"
"#42047","","","","","","924.00"
"#42047","","","","","","924.00"
"#42047","","","","","","924.00"
"#42047","","","","","","924.00"
"#42047","","","","2026-05-08 22:01:56 -0400","丢件",""
"#42047","","","","2026-05-08 22:01:56 -0400","丢件","-924.00"
"#42067","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#42067","","","","","",""
"#42067","","","0.00","","",""
"#42067","","","","","","134.00"
"#42067","","","","2026-04-10 22:44:36 -0400","退货退款",""
"#42067","","","","2026-04-10 22:44:36 -0400","退货退款","-134.00"
"#42075","BL/ME mini/N95/16G/64G/极夜灰色美规","1","269.00","","",""
"#42075","","","0.00","","",""
"#42075","","","","","","269.00"
"#42075","","","","2026-03-22 07:08:01 -0400","下错单",""
"#42075","","","","2026-03-22 07:08:01 -0400","下错单","-269.00"
"#42117","BL/ME mini/N95/16G/64G/极夜灰色英规","1","269.00","","",""
"#42117","","","0.00","","",""
"#42117","","","","","","269.00"
"#42117","","","","2026-04-14 05:14:00 -0400","退货升级",""
"#42117","","","","2026-04-14 05:14:00 -0400","退货升级","-269.00"
"#42164","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2999.00","","",""
"#42164","","","","","",""
"#42164","","","0.00","","",""
"#42164","","","","","","2994.00"
"#42164","","","","","","2994.00"
"#42164","","","","2026-03-21 02:01:01 -0400","挽留优惠",""
"#42164","","","","2026-03-21 02:01:01 -0400","挽留优惠","-15.00"
"#42164","","","","2026-03-26 05:34:55 -0400","经济困难",""
"#42164","","","","2026-03-26 05:34:55 -0400","经济困难","-2979.00"
"#42170","BL/SER9 PRO/HX370/32G/1TB/琥珀橙色(龙虾红色)_U美规","1","1099.00","","",""
"#42170","","","0.00","","",""
"#42170","","","","","","1099.00"
"#42170","","","","2026-03-29 00:15:54 -0400","高风险不发 ",""
"#42170","","","","2026-03-29 00:15:54 -0400","高风险不发 ","-1099.00"
"#42175","BL/ME mini/N95/16G/64G/极夜灰色澳规","1","269.00","","",""
"#42175","","","","","",""
"#42175","","","0.00","","",""
"#42175","","","","","","264.00"
"#42175","","","","2026-03-21 11:20:34 -0400","已经购买N150",""
"#42175","","","","2026-03-21 11:20:34 -0400","已经购买N150","-264.00"
"#42188","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#42188","","","0.00","","",""
"#42188","","","","","","179.00"
"#42188","","","","2026-04-27 21:59:47 -0400","不符合需求",""
"#42188","","","","2026-04-27 21:59:47 -0400","不符合需求","-179.00"
"#42196","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1699.00","","",""
"#42196","","","0.00","","",""
"#42196","","","","","","1699.00"
"#42196","","","","2026-03-29 23:23:32 -0400","不想要了",""
"#42196","","","","2026-03-29 23:23:32 -0400","不想要了","-1699.00"
"#42241","BL/SER10 MAX/HX470/32G/1TB/冰霜银色欧规","1","1259.00","","",""
"#42241","","","0.00","","",""
"#42241","","","","","","1259.00"
"#42241","","","","2026-03-25 22:43:42 -0400","要分期",""
"#42241","","","","2026-03-25 22:43:42 -0400","要分期","-1259.00"
"#42256","BL/EQR6-LP/6600U/24G/500G/星河灰美规","1","499.00","","",""
"#42256","","","0.00","","",""
"#42256","","","","","","499.00"
"#42256","","","","2026-04-02 13:04:12 -0400","下错单",""
"#42256","","","","2026-04-02 13:04:12 -0400","下错单","-499.00"
"#42271","BL/EQR6-LP4/6600U/24G/500G/2.5G*2/星河灰欧规","1","509.00","","",""
"#42271","","","0.00","","",""
"#42271","","","","","","509.00"
"#42271","","","","2026-03-26 05:32:27 -0400","不想要了",""
"#42271","","","","2026-03-26 05:32:27 -0400","不想要了","-509.00"
"#42292","","1","30.00","","",""
"#42292","","","0.00","","",""
"#42292","","","","","","30.00"
"#42292","","","","2026-03-24 22:32:53 -0400","保修期内免费申请配件",""
"#42292","","","","2026-03-24 22:32:53 -0400","保修期内免费申请配件","-30.00"
"#42294","BL/GTi13/13900HK/32G/1TB/冰霜银色+BL/EX/深空灰色/PCIE5欧规","1","898.00","","",""
"#42294","","","","","",""
"#42294","","","0.00","","",""
"#42294","","","","","","883.00"
"#42294","","","","2026-03-25 04:27:01 -0400","不需要了",""
"#42294","","","","2026-03-25 04:27:01 -0400","不需要了","-883.00"
"#42302","BL/ME Pro/N95/12G/128G/深空灰色美规","1","369.00","","",""
"#42302","","","","","",""
"#42302","","","0.00","","",""
"#42302","","","","","","364.00"
"#42302","","","","","","364.00"
"#42302","","","","2026-03-29 00:17:32 -0400","经济困难",""
"#42302","","","","2026-03-29 00:17:32 -0400","经济困难","-364.00"
"#42332","BL/GTi14/185H/32G/1TB/冰霜银色+BL/EX/深空灰色/PCIE5欧规","1","1118.00","","",""
"#42332","","","","","",""
"#42332","","","0.00","","",""
"#42332","","","","","","1113.00"
"#42332","","","","","","1113.00"
"#42332","","","","2026-05-26 22:43:47 -0400","取消拒收退回",""
"#42332","","","","2026-05-26 22:43:47 -0400","取消拒收退回","-1113.00"
"#42359","BL/ME Pro/N150/16G/1TB/深空灰色_H欧规","1","559.00","","",""
"#42359","","","0.00","","",""
"#42359","","","","","","559.00"
"#42359","","","","2026-05-31 21:11:58 -0400","不明原因退回 不需要了",""
"#42359","","","","2026-05-31 21:11:58 -0400","不明原因退回 不需要了","-559.00"
"#42379","","6","15.00","","",""
"#42379","","3","100.00","","",""
"#42379","","","0.00","","",""
"#42379","","","","","","390.00"
"#42379","","","","2026-05-22 02:46:23 -0400","SER10网卡断连问题",""
"#42379","","","","2026-05-22 02:46:23 -0400","SER10网卡断连问题","-390.00"
"#42421","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#42421","","","0.00","","",""
"#42421","","","","","","179.00"
"#42421","","","","","","179.00"
"#42421","","","","","","179.00"
"#42421","","","","2026-04-02 13:01:33 -0400","不需要了",""
"#42421","","","","2026-04-02 13:01:33 -0400","不需要了","-179.00"
"#42427","BL/SER10 MAX/HX470/64G/2TB/琥珀橙色（龙虾红色）/双系统美规","1","1999.00","","",""
"#42427","","","0.00","","",""
"#42427","","","","","","1999.00"
"#42427","","","","2026-04-28 23:11:46 -0400","不想要了",""
"#42427","","","","2026-04-28 23:11:46 -0400","不想要了","-1999.00"
"#42446","BL/SER10 MAX/HX470/64G/2TB/琥珀橙色（龙虾红色）/双系统欧规","1","1999.00","","",""
"#42446","","","","","",""
"#42446","","","0.00","","",""
"#42446","","","","","","1994.00"
"#42446","","","","2026-04-09 07:04:09 -0400","已经购买GTR9",""
"#42446","","","","2026-04-09 07:04:09 -0400","已经购买GTR9","-1994.00"
"#42450","BL/SER10 MAX/HX470/64G/2TB/琥珀橙色（龙虾红色）/双系统欧规","1","1999.00","","",""
"#42450","","","0.00","","",""
"#42450","","","","","","1999.00"
"#42450","","","","","","1999.00"
"#42450","","","","2026-04-23 01:59:06 -0400","等新品 之后再买",""
"#42450","","","","2026-04-23 01:59:06 -0400","等新品 之后再买","-1999.00"
"#42483","BL/Mate MINI S/藏青蓝色","1","69.00","","",""
"#42483","","","","","",""
"#42483","","","0.00","","",""
"#42483","","","","","","64.00"
"#42483","","","","2026-04-26 21:27:52 -0400","不想再用了 退货退款",""
"#42483","","","","2026-04-26 21:27:52 -0400","不想再用了 退货退款","-64.00"
"#42501","BL-EX/Mate mini-B/2TB/冰霜银色","1","299.00","","",""
"#42501","","","0.00","","",""
"#42501","","","","","","299.00"
"#42501","","","","2026-04-06 22:00:02 -0400","不需要了",""
"#42501","","","","2026-04-06 22:00:02 -0400","不需要了","-299.00"
"#42503","BL/SER10 MAX/HX470/64G/1TB/琥珀橙色（龙虾红色）_U美规","1","1799.00","","",""
"#42503","","","","","",""
"#42503","","","0.00","","",""
"#42503","","","","","","1794.00"
"#42503","","","","2026-04-10 02:05:48 -0400","想升级机型，退货重新下单",""
"#42503","","","","2026-04-10 02:05:48 -0400","想升级机型，退货重新下单","-1794.00"
"#42510","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2999.00","","",""
"#42510","","","0.00","","",""
"#42510","","","","","","2999.00"
"#42510","","","","2026-04-14 10:55:01 -0400","老婆不让买",""
"#42510","","","","2026-04-14 10:55:01 -0400","老婆不让买","-2999.00"
"#42512","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#42512","","","0.00","","",""
"#42512","","","","","","139.00"
"#42512","","","","2026-04-06 22:02:27 -0400","不再需要",""
"#42512","","","","2026-04-06 22:02:27 -0400","不再需要","-139.00"
"#42524","BL/EQR6-LP4/6600U/24G/500G/2.5G*2/星河灰欧规","1","509.00","","",""
"#42524","","","","","",""
"#42524","","","0.00","","",""
"#42524","","","","","","504.00"
"#42524","","","","2026-04-12 22:23:37 -0400","取消拒收",""
"#42524","","","","2026-04-12 22:23:37 -0400","取消拒收","-504.00"
"#42537","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#42537","","","","","",""
"#42537","","","0.00","","",""
"#42537","","","","","","134.00"
"#42537","","","","2026-04-06 22:06:27 -0400","已经找到解决办法 不再需要",""
"#42537","","","","2026-04-06 22:06:27 -0400","已经找到解决办法 不再需要","-134.00"
"#42559","BL/ME Pro/N150/16G/1TB/深空灰色_H美规","1","559.00","","",""
"#42559","","","0.00","","",""
"#42559","","","","","","559.00"
"#42559","","","","2026-04-14 10:57:04 -0400","已经在亚马逊购买",""
"#42559","","","","2026-04-14 10:57:04 -0400","已经在亚马逊购买","-559.00"
"#42562","BL/ME Pro/N150/16G/512G/深空灰色_H欧规","1","509.00","","",""
"#42562","","","","","",""
"#42562","","","0.00","","",""
"#42562","","","","","","504.00"
"#42562","","","","2026-04-12 02:52:16 -0400","亚马逊购买",""
"#42562","","","","2026-04-12 02:52:16 -0400","亚马逊购买","-504.00"
"#42581","BL/SER10 MAX/HX470/64G/1TB/琥珀橙色（龙虾红色）_U美规","1","1749.00","","",""
"#42581","","","0.00","","",""
"#42581","","","","","","1749.00"
"#42581","","","","2026-04-17 03:49:11 -0400","不想要了",""
"#42581","","","","2026-04-17 03:49:11 -0400","不想要了","-1749.00"
"#42590","BL/SER9 PRO/255/24G/1TB/琥珀橙色（龙虾红色）_U美规","1","789.00","","",""
"#42590","","","0.00","","",""
"#42590","","","","","","789.00"
"#42590","","","","2026-04-06 05:31:14 -0400","不符合需求",""
"#42590","","","","2026-04-06 05:31:14 -0400","不符合需求","-789.00"
"#42596","BL/GTR9 Pro/395/128G/2TB/琥珀橙色（龙虾红色）_U美规","1","3099.00","","",""
"#42596","","","","","",""
"#42596","","","0.00","","",""
"#42596","","","","","","3094.00"
"#42596","","","","2026-06-01 21:36:34 -0400","间歇性出现系统冻结/崩溃",""
"#42596","","","","2026-06-01 21:36:34 -0400","间歇性出现系统冻结/崩溃","-3094.00"
"#42597","BL/SER9 PRO/255/32G/1TB/冰霜银色美规","1","799.00","","",""
"#42597","","","0.00","","",""
"#42597","","","","","","799.00"
"#42597","","","","2026-05-23 03:18:44 -0400","不想要了 退货退款",""
"#42597","","","","2026-05-23 03:18:44 -0400","不想要了 退货退款","-799.00"
"#42601","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1499.00","","",""
"#42601","","","0.00","","",""
"#42601","","","","","","1499.00"
"#42601","","","","2026-04-09 07:02:21 -0400","买苹果机",""
"#42601","","","","2026-04-09 07:02:21 -0400","买苹果机","-1499.00"
"#42620","BL/Mate SE-A/冰霜银色","1","119.00","","",""
"#42620","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1499.00","","",""
"#42620","","","","","",""
"#42620","","","0.00","","",""
"#42620","","","","","","1598.00"
"#42620","","","","2026-04-14 05:11:53 -0400","不想要了",""
"#42620","","","","2026-04-14 05:11:53 -0400","不想要了","-1598.00"
"#42628","BL/SER9 PRO/HX370/32G/1TB/琥珀橙色（龙虾红色）_U美规","1","1249.00","","",""
"#42628","","","0.00","","",""
"#42628","","","","","","1249.00"
"#42628","","","","2026-05-01 08:09:31 -0400","使用困难",""
"#42628","","","","2026-05-01 08:09:31 -0400","使用困难","-1249.00"
"#42684","BL/SER10 MAX/HX470/64G/2TB/琥珀橙色（龙虾红色）/双系统美规","1","1999.00","","",""
"#42684","","","","","",""
"#42684","","","0.00","","",""
"#42684","","","","","","1994.00"
"#42684","","","","2026-04-12 02:57:29 -0400","不想要mini PC了",""
"#42684","","","","2026-04-12 02:57:29 -0400","不想要mini PC了","-1994.00"
"#42689","BL/SER9 PRO/255/24G/2TB/琥珀橙色（龙虾红色）/双系统美规","1","989.00","","",""
"#42689","","","0.00","","",""
"#42689","","","","","","989.00"
"#42689","","","","2026-04-25 10:39:26 -0400","计算机无法按照描述运行openclaw",""
"#42689","","","","2026-04-25 10:39:26 -0400","计算机无法按照描述运行openclaw","-989.00"
"#42691","BL/EQi12-D4/1235U/16G/500G/星河灰欧规","1","439.00","","",""
"#42691","","","","","",""
"#42691","","","0.00","","",""
"#42691","","","","","","434.00"
"#42691","","","","2026-04-10 02:09:39 -0400","不想要了",""
"#42691","","","","2026-04-10 02:09:39 -0400","不想要了","-434.00"
"#42717","BL/ME Pro/N150/16G/512G/深空灰色_H欧规","1","509.00","","",""
"#42717","","","0.00","","",""
"#42717","","","","","","509.00"
"#42717","","","","2026-05-07 05:43:07 -0400","不想等了",""
"#42717","","","","2026-05-07 05:43:07 -0400","不想等了","-509.00"
"#42726","BL/EQi12-D4/1235U/16G/500G/星河灰欧规","1","439.00","","",""
"#42726","","","","","",""
"#42726","","","0.00","","",""
"#42726","","","","","","434.00"
"#42726","","","","2026-04-27 22:07:01 -0400","交付时间长 不想要了",""
"#42726","","","","2026-04-27 22:07:01 -0400","交付时间长 不想要了","-434.00"
"#42739","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2999.00","","",""
"#42739","","","0.00","","",""
"#42739","","","","","","2999.00"
"#42739","","","","2026-04-11 02:34:34 -0400","客户承担不起",""
"#42739","","","","2026-04-11 02:34:34 -0400","客户承担不起","-2999.00"
"#42759","BL/SER9 PRO/255/32G/1TB/冰霜银色澳规","1","799.00","","",""
"#42759","","","","","",""
"#42759","","","0.00","","",""
"#42759","","","","","","794.00"
"#42759","","","","2026-05-23 03:00:39 -0400","退货退款",""
"#42759","","","","2026-05-23 03:00:39 -0400","退货退款","-794.00"
"#42763","BL/ME Pro/N150/16G/1TB/深空灰色_H美规","1","559.00","","",""
"#42763","","","0.00","","",""
"#42763","","","","","","559.00"
"#42763","","","","2026-05-19 06:21:15 -0400","物流一个多月未更新",""
"#42763","","","","2026-05-19 06:21:15 -0400","物流一个多月未更新","-559.00"
"#42766","BL/SER9 PRO/HX370/32G/1TB/冰霜银色欧规","1","1149.00","","",""
"#42766","","","0.00","","",""
"#42766","","","","","","1149.00"
"#42766","","","","2026-05-06 21:08:42 -0400","不想要了",""
"#42766","","","","2026-05-06 21:08:42 -0400","不想要了","-1149.00"
"#42835","BL/ME Pro/N150/16G/512G/深空灰色_H日规","1","509.00","","",""
"#42835","","","0.00","","",""
"#42835","","","","","","509.00"
"#42835","","","","2026-04-26 11:48:55 -0400","已经在亚马逊购买",""
"#42835","","","","2026-04-26 11:48:55 -0400","已经在亚马逊购买","-509.00"
"#42855","BL/EQi12-D4/1220P/16G/500G/星河灰美规","1","419.00","","",""
"#42855","","","0.00","","",""
"#42855","","","","","","419.00"
"#42855","","","","","","419.00"
"#42855","","","","2026-04-13 06:16:00 -0400","不想要了",""
"#42855","","","","2026-04-13 06:16:00 -0400","不想要了","-419.00"
"#42857","BL/EQi12-D4/1235U/32G/500G/星河灰欧规","1","529.00","","",""
"#42857","","","0.00","","",""
"#42857","","","","","","529.00"
"#42857","","","","2026-04-18 00:31:50 -0400","不想要了",""
"#42857","","","","2026-04-18 00:31:50 -0400","不想要了","-529.00"
"#42898","BL/SER9 PRO/255/32G/1TB/冰霜银色欧规","1","799.00","","",""
"#42898","","","0.00","","",""
"#42898","","","","","","799.00"
"#42898","","","","","","799.00"
"#42898","","","","","","799.00"
"#42898","","","","2026-04-17 03:55:31 -0400","已经在经销商购买",""
"#42898","","","","2026-04-17 03:55:31 -0400","已经在经销商购买","-799.00"
"#42906","BL/EQR7-LP4/7735HS/24G/500G/2.5G*2/星河灰美规","1","539.00","","",""
"#42906","","","0.00","","",""
"#42906","","","","","","539.00"
"#42906","","","","2026-04-15 06:34:22 -0400","不想要了",""
"#42906","","","","2026-04-15 06:34:22 -0400","不想要了","-539.00"
"#42907","","4","5.00","","",""
"#42907","","","0.00","","",""
"#42907","","","","","","20.00"
"#42907","","","","2026-04-28 23:09:46 -0400","原始风扇已无库存 寄送的风扇无法正常工作",""
"#42907","","","","2026-04-28 23:09:46 -0400","原始风扇已无库存 寄送的风扇无法正常工作","-20.00"
"#42937","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#42937","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","3299.00","","",""
"#42937","","","0.00","","",""
"#42937","","","","","","3478.00"
"#42937","","","","2026-05-25 23:00:44 -0400","故障 随机重启",""
"#42937","","","","2026-05-25 23:00:44 -0400","故障 随机重启","-3299.00"
"#42937","","","","2026-05-26 02:47:14 -0400","拓展坞也退回",""
"#42937","","","","2026-05-26 02:47:14 -0400","拓展坞也退回","-179.00"
"#42940","BL/SEi13 PRO/13900HK/32G/1TB/冰霜银色欧规","1","809.00","","",""
"#42940","","","","","",""
"#42940","","","0.00","","",""
"#42940","","","","","","804.00"
"#42940","","","","2026-04-21 03:11:54 -0400","已经购买EQi12",""
"#42940","","","","2026-04-21 03:11:54 -0400","已经购买EQi12","-804.00"
"#42959","BL/SER9 PRO/255/24G/1TB/琥珀橙色（龙虾红色）_U欧规","1","789.00","","",""
"#42959","","","0.00","","",""
"#42959","","","","","","789.00"
"#42959","","","","2026-05-28 03:23:39 -0400","UBUNTU系统经常冻结，花屏，预装的openclaw无法正常工作，并经常出现系统错误",""
"#42959","","","","2026-05-28 03:23:39 -0400","UBUNTU系统经常冻结，花屏，预装的openclaw无法正常工作，并经常出现系统错误","-789.00"
"#42977","BL/GTR9 Pro/395/128G/4TB/琥珀橙色（龙虾红色）/双系统欧规","1","3599.00","","",""
"#42977","","","","","",""
"#42977","","","0.00","","",""
"#42977","","","","","","3594.00"
"#42977","","","","2026-05-11 06:46:48 -0400","不感兴趣",""
"#42977","","","","2026-05-11 06:46:48 -0400","不感兴趣","-3594.00"
"#42981","BL/ME Pro/N150/16G/512G/深空灰色_H英规","1","509.00","","",""
"#42981","","","0.00","","",""
"#42981","","","","","","509.00"
"#42981","","","","2026-04-21 03:14:58 -0400","还没想好 先不要了",""
"#42981","","","","2026-04-21 03:14:58 -0400","还没想好 先不要了","-509.00"
"#42988","BL/SER9/HX370/470/4TB/SSD/配件","1","529.00","","",""
"#42988","","","0.00","","",""
"#42988","","","","","","529.00"
"#42988","","","","2026-04-28 23:13:37 -0400","不想要了",""
"#42988","","","","2026-04-28 23:13:37 -0400","不想要了","-529.00"
"#42998","","4","5.00","","",""
"#42998","","2","30.00","","",""
"#42998","","","0.00","","",""
"#42998","","","","","","80.00"
"#42998","","","","2026-06-02 03:21:14 -0400","换新机还是掉盘 ",""
"#42998","","","","2026-06-02 03:21:14 -0400","换新机还是掉盘 ","-80.00"
"#43014","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1599.00","","",""
"#43014","","","0.00","","",""
"#43014","","","","","","1599.00"
"#43014","","","","2026-04-26 11:53:09 -0400","重复购买",""
"#43014","","","","2026-04-26 11:53:09 -0400","重复购买","-1599.00"
"#43110","BL/SER8/8845HS/64G/1TB/冰霜银色美规","1","1239.00","","",""
"#43110","","","","","",""
"#43110","","","0.00","","",""
"#43110","","","","","","1234.00"
"#43110","","","","2026-04-29 04:36:00 -0400","不想等了",""
"#43110","","","","2026-04-29 04:36:00 -0400","不想等了","-1234.00"
"#43127","BL/EX/深空灰色/PCIE5美规","1","179.00","","",""
"#43127","","","","","",""
"#43127","","","0.00","","",""
"#43127","","","","","","174.00"
"#43127","","","","2026-05-17 21:04:22 -0400","不符合需求 退货退款",""
"#43127","","","","2026-05-17 21:04:22 -0400","不符合需求 退货退款","-174.00"
"#43147","BL/EQi13 Pro/13500H/32G/1TB/冰霜银色美规","1","599.00","","",""
"#43147","","","0.00","","",""
"#43147","","","","","","599.00"
"#43147","","","","2026-04-26 11:50:55 -0400","超过预算",""
"#43147","","","","2026-04-26 11:50:55 -0400","超过预算","-599.00"
"#43158","","2","30.00","","",""
"#43158","","","0.00","","",""
"#43158","","","","","","60.00"
"#43158","","","","2026-04-30 01:40:06 -0400","#32150的差价 有库存了",""
"#43158","","","","2026-04-30 01:40:06 -0400","#32150的差价 有库存了","-60.00"
"#43176","BL/EQi12-D4/1235U/16G/500G/星河灰美规","1","439.00","","",""
"#43176","","","0.00","","",""
"#43176","","","","","","439.00"
"#43176","","","","2026-05-05 21:16:48 -0400","已经在亚马逊购买",""
"#43176","","","","2026-05-05 21:16:48 -0400","已经在亚马逊购买","-439.00"
"#43178","BL/Mate SE-A/冰霜银色","1","119.00","","",""
"#43178","BL/SER8/8745HS/32G/1TB/冰霜银色欧规","1","889.00","","",""
"#43178","","","","","",""
"#43178","","","0.00","","",""
"#43178","","","","","","988.00"
"#43178","","","","2026-04-30 04:27:07 -0400","时间太久不想要了",""
"#43178","","","","2026-04-30 04:27:07 -0400","时间太久不想要了","-988.00"
"#43224","BL/SER10 MAX/HX470/32G/1TB/冰霜银色美规","1","1299.00","","",""
"#43224","","","0.00","","",""
"#43224","","","","","","1299.00"
"#43224","","","","2026-06-03 01:55:38 -0400","客户不需要了 退货退款",""
"#43224","","","","2026-06-03 01:55:38 -0400","客户不需要了 退货退款","-1299.00"
"#43246","BL/ME mini/N150/16G/1TB/珍珠白色_H美规","1","469.00","","",""
"#43246","","","0.00","","",""
"#43246","","","","","","469.00"
"#43246","","","","2026-05-08 02:10:35 -0400","不需要了退货退款",""
"#43246","","","","2026-05-08 02:10:35 -0400","不需要了退货退款","-469.00"
"#43251","BL/EQi12-D4/1220P/16G/500G/星河灰美规","6","419.00","","",""
"#43251","","","0.00","","",""
"#43251","","","","","","2514.00"
"#43251","","","","2026-05-05 21:21:06 -0400","项目紧急",""
"#43251","","","","2026-05-05 21:21:06 -0400","项目紧急","-2514.00"
"#43282","Accessories","8","1.00","","",""
"#43282","","","0.00","","",""
"#43282","","","","","","8.00"
"#43282","","","","2026-05-11 05:48:34 -0400","客户购买的SATA线，没有SATA小板了用不了",""
"#43282","","","","2026-05-11 05:48:34 -0400","客户购买的SATA线，没有SATA小板了用不了","-8.00"
"#43338","BL/EQi12-D4/1235U/16G/500G/星河灰欧规","1","439.00","","",""
"#43338","","","0.00","","",""
"#43338","","","","","","439.00"
"#43338","","","","2026-05-15 05:42:29 -0400","不想等了",""
"#43338","","","","2026-05-15 05:42:29 -0400","不想等了","-439.00"
"#43393","BL/SER10 MAX/HX470/32G/1TB/冰霜银色美规","1","1299.00","","",""
"#43393","","","0.00","","",""
"#43393","","","","","","1299.00"
"#43393","","","","2026-05-11 06:48:33 -0400","不想等了",""
"#43393","","","","2026-05-11 06:48:33 -0400","不想等了","-1299.00"
"#43422","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","4399.00","","",""
"#43422","","","0.00","","",""
"#43422","","","","","","4399.00"
"#43422","","","","2026-05-06 04:52:01 -0400","不想等太久",""
"#43422","","","","2026-05-06 04:52:01 -0400","不想等太久","-4399.00"
"#43426","BL/SER8/8745HS/32G/1TB/冰霜银色欧规","1","889.00","","",""
"#43426","","","0.00","","",""
"#43426","","","","","","889.00"
"#43426","","","","2026-05-05 05:34:23 -0400","更换为255",""
"#43426","","","","2026-05-05 05:34:23 -0400","更换为255","-90.00"
"#43426","","","","2026-05-11 06:51:11 -0400","太贵了",""
"#43426","","","","2026-05-11 06:51:11 -0400","太贵了","-799.00"
"#43427","BL/SEi13 PRO/13900HK/32G/1TB/冰霜银色美规","1","809.00","","",""
"#43427","","","","","",""
"#43427","","","0.00","","",""
"#43427","","","","","","794.00"
"#43427","","","","2026-05-13 22:08:58 -0400","想取消 已发货",""
"#43427","","","","2026-05-13 22:08:58 -0400","想取消 已发货","-794.00"
"#43437","BL/EQi12-D4/1235U/32G/1TB/星河灰澳规","2","559.00","","",""
"#43437","","","0.00","","",""
"#43437","","","","","","1118.00"
"#43437","","","","2026-05-10 22:00:34 -0400","停产无库存",""
"#43437","","","","2026-05-10 22:00:34 -0400","停产无库存","-1118.00"
"#43450","BL/EQi Pro/7735HS/24G/1TB/2.5G*2/琥珀橙色（龙虾红色）_U美规","1","659.00","","",""
"#43450","","","","","",""
"#43450","","","0.00","","",""
"#43450","","","","","","654.00"
"#43450","","","","2026-05-22 03:34:34 -0400","不想等了",""
"#43450","","","","2026-05-22 03:34:34 -0400","不想等了","-654.00"
"#43492","BL/EQR6-LP4/6600U/24G/500G/2.5G*2/星河灰美规","1","499.00","","",""
"#43492","","","0.00","","",""
"#43492","","","","","","499.00"
"#43492","","","","2026-05-23 03:20:48 -0400","内存不满足客户需求 退货退款",""
"#43492","","","","2026-05-23 03:20:48 -0400","内存不满足客户需求 退货退款","-499.00"
"#43539","BL/EQi12-D4/1235U/16G/500G/星河灰美规","1","439.00","","",""
"#43539","","","0.00","","",""
"#43539","","","","","","439.00"
"#43539","","","","2026-05-14 02:41:47 -0400","无库存 不愿换型号",""
"#43539","","","","2026-05-14 02:41:47 -0400","无库存 不愿换型号","-439.00"
"#43558","BL/ME Pro/N150/16G/1TB/深空灰色_H美规","1","559.00","","",""
"#43558","","","","","",""
"#43558","","","0.00","","",""
"#43558","","","","","","554.00"
"#43558","","","","2026-05-10 22:30:36 -0400","不想要了",""
